Track ID,Track name,Artist name,Popularity,Release year,Category,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,duration
6DshyLFOY859M1ERk0h54h,New Release,Killing Time,22,1989,New Releases,0.322,0.714,4,-13.477,0,0.0545,0.00157,0.0,0.0984,0.378,125.286,audio_features,6DshyLFOY859M1ERk0h54h,spotify:track:6DshyLFOY859M1ERk0h54h,https://api.spotify.com/v1/tracks/6DshyLFOY859M1ERk0h54h,https://api.spotify.com/v1/audio-analysis/6DshyLFOY859M1ERk0h54h,101960,4,1.7
4DZghpw50ZnO3ckfDuNkft,New Religion,The Heydaze,53,2017,New Releases,0.537,0.863,7,-4.46,1,0.0446,0.00201,0.0,0.201,0.484,97.02,audio_features,4DZghpw50ZnO3ckfDuNkft,spotify:track:4DZghpw50ZnO3ckfDuNkft,https://api.spotify.com/v1/tracks/4DZghpw50ZnO3ckfDuNkft,https://api.spotify.com/v1/audio-analysis/4DZghpw50ZnO3ckfDuNkft,203587,4,3.39
0KbTsCQkdNGnkrea1vA4eG,Morning Has Broken (New Release) (with Diana Krall),Art Garfunkel,43,2002,New Releases,0.253,0.206,2,-14.276,1,0.0337,0.608,0.00382,0.119,0.228,105.48,audio_features,0KbTsCQkdNGnkrea1vA4eG,spotify:track:0KbTsCQkdNGnkrea1vA4eG,https://api.spotify.com/v1/tracks/0KbTsCQkdNGnkrea1vA4eG,https://api.spotify.com/v1/audio-analysis/0KbTsCQkdNGnkrea1vA4eG,175227,3,2.92
0lmRKkc33g1N9fWW9nZPVc,"New Recording 12, Jan 3, 2020",Post Malone,46,2022,New Releases,0.477,0.162,9,-15.34,1,0.0545,0.927,0.000299,0.179,0.211,106.144,audio_features,0lmRKkc33g1N9fWW9nZPVc,spotify:track:0lmRKkc33g1N9fWW9nZPVc,https://api.spotify.com/v1/tracks/0lmRKkc33g1N9fWW9nZPVc,https://api.spotify.com/v1/audio-analysis/0lmRKkc33g1N9fWW9nZPVc,92718,3,1.55
3eluHrktBbrs9qCnfRcJkm,Relieve Him of His Wand / Newt Releases the Thunderbird / Jacob's Farewell,James Newton Howard,31,2016,New Releases,0.117,0.0799,5,-18.385,1,0.0378,0.914,0.902,0.0988,0.0341,85.353,audio_features,3eluHrktBbrs9qCnfRcJkm,spotify:track:3eluHrktBbrs9qCnfRcJkm,https://api.spotify.com/v1/tracks/3eluHrktBbrs9qCnfRcJkm,https://api.spotify.com/v1/audio-analysis/3eluHrktBbrs9qCnfRcJkm,753202,4,12.55
5Vwaft3Bs1oqSPZrviuXnD,New Religion (feat. Teddy Swims),All Time Low,55,2023,New Releases,0.548,0.88,8,-3.15,0,0.0885,0.016,0.0,0.103,0.766,108.043,audio_features,5Vwaft3Bs1oqSPZrviuXnD,spotify:track:5Vwaft3Bs1oqSPZrviuXnD,https://api.spotify.com/v1/tracks/5Vwaft3Bs1oqSPZrviuXnD,https://api.spotify.com/v1/audio-analysis/5Vwaft3Bs1oqSPZrviuXnD,184055,4,3.07
07G8ZdNubQNcLqINTwcPYE,Live Forever (ANR134) **Label Spotlight (Release Records) - New Release**,Third Party,26,2016,New Releases,0.544,0.842,3,-5.797,1,0.0398,0.0392,0.00011,0.131,0.285,128.023,audio_features,07G8ZdNubQNcLqINTwcPYE,spotify:track:07G8ZdNubQNcLqINTwcPYE,https://api.spotify.com/v1/tracks/07G8ZdNubQNcLqINTwcPYE,https://api.spotify.com/v1/audio-analysis/07G8ZdNubQNcLqINTwcPYE,113207,4,1.89
7GdWKKy57Uswvi3rm4mYz4,New Religion,Fae,30,2019,New Releases,0.699,0.544,8,-8.592,1,0.0356,0.0165,0.0002,0.164,0.216,115.053,audio_features,7GdWKKy57Uswvi3rm4mYz4,spotify:track:7GdWKKy57Uswvi3rm4mYz4,https://api.spotify.com/v1/tracks/7GdWKKy57Uswvi3rm4mYz4,https://api.spotify.com/v1/audio-analysis/7GdWKKy57Uswvi3rm4mYz4,202435,4,3.37
5aga5dPoeV1lvNRi3tjUgj,Redemption Song (New Release),The Chieftains,18,2002,New Releases,0.583,0.34,8,-10.306,1,0.0377,0.102,0.0,0.119,0.535,106.51,audio_features,5aga5dPoeV1lvNRi3tjUgj,spotify:track:5aga5dPoeV1lvNRi3tjUgj,https://api.spotify.com/v1/tracks/5aga5dPoeV1lvNRi3tjUgj,https://api.spotify.com/v1/audio-analysis/5aga5dPoeV1lvNRi3tjUgj,262973,4,4.38
2gEODKUZaztA5pELA3d07E,NEW RELIGION,Joseph Solomon,42,2023,New Releases,0.459,0.396,4,-9.488,1,0.18,0.665,5.64e-05,0.119,0.473,169.399,audio_features,2gEODKUZaztA5pELA3d07E,spotify:track:2gEODKUZaztA5pELA3d07E,https://api.spotify.com/v1/tracks/2gEODKUZaztA5pELA3d07E,https://api.spotify.com/v1/audio-analysis/2gEODKUZaztA5pELA3d07E,235915,4,3.93
1Gu5Iu085zx1Lz6PDno8BN,Put The Money In The Bag,Yuno Miles,54,2021,New Releases,0.911,0.374,6,-11.387,0,0.313,0.0934,0.0,0.0707,0.626,145.147,audio_features,1Gu5Iu085zx1Lz6PDno8BN,spotify:track:1Gu5Iu085zx1Lz6PDno8BN,https://api.spotify.com/v1/tracks/1Gu5Iu085zx1Lz6PDno8BN,https://api.spotify.com/v1/audio-analysis/1Gu5Iu085zx1Lz6PDno8BN,120369,4,2.01
6psdUDK8ojdMj563fniLfm,Release,Timbaland,43,2007,New Releases,0.865,0.722,2,-4.894,1,0.18,0.209,6.02e-05,0.126,0.828,123.816,audio_features,6psdUDK8ojdMj563fniLfm,spotify:track:6psdUDK8ojdMj563fniLfm,https://api.spotify.com/v1/tracks/6psdUDK8ojdMj563fniLfm,https://api.spotify.com/v1/audio-analysis/6psdUDK8ojdMj563fniLfm,205480,4,3.42
07ObLu6AWHkFTqFqAPn60q,I'm Never Gonna Say Goodbye,Wayne Newton,24,2007,New Releases,0.343,0.364,1,-11.873,1,0.0313,0.763,0.0,0.108,0.192,141.206,audio_features,07ObLu6AWHkFTqFqAPn60q,spotify:track:07ObLu6AWHkFTqFqAPn60q,https://api.spotify.com/v1/tracks/07ObLu6AWHkFTqFqAPn60q,https://api.spotify.com/v1/audio-analysis/07ObLu6AWHkFTqFqAPn60q,217493,4,3.62
2XkxPPmq2tqIhyXXTOmKi5,New Religion,Black Veil Brides,37,2011,New Releases,0.512,0.96,2,-3.863,1,0.0872,5.82e-06,0.847,0.286,0.552,105.035,audio_features,2XkxPPmq2tqIhyXXTOmKi5,spotify:track:2XkxPPmq2tqIhyXXTOmKi5,https://api.spotify.com/v1/tracks/2XkxPPmq2tqIhyXXTOmKi5,https://api.spotify.com/v1/audio-analysis/2XkxPPmq2tqIhyXXTOmKi5,230133,4,3.84
50YQbTyU2Rju5OnnDLewTl,Message to the hood,Yuno Miles,19,2021,New Releases,0.77,0.339,11,-14.463,1,0.109,0.144,0.0467,0.0902,0.376,155.466,audio_features,50YQbTyU2Rju5OnnDLewTl,spotify:track:50YQbTyU2Rju5OnnDLewTl,https://api.spotify.com/v1/tracks/50YQbTyU2Rju5OnnDLewTl,https://api.spotify.com/v1/audio-analysis/50YQbTyU2Rju5OnnDLewTl,124827,4,2.08
6r6BSyg4JwpaJj882HNgPu,New Realization - Demo,Sublime,28,1997,New Releases,0.312,0.658,7,-9.93,1,0.0338,0.372,0.000391,0.265,0.745,150.664,audio_features,6r6BSyg4JwpaJj882HNgPu,spotify:track:6r6BSyg4JwpaJj882HNgPu,https://api.spotify.com/v1/tracks/6r6BSyg4JwpaJj882HNgPu,https://api.spotify.com/v1/audio-analysis/6r6BSyg4JwpaJj882HNgPu,142293,4,2.37
44o432tFcpotAxuDb09E7W,A New Kind of Assassin,James Ray & The Performance,16,2021,New Releases,0.576,0.918,2,-7.262,1,0.0517,0.0108,0.642,0.125,0.209,120.885,audio_features,44o432tFcpotAxuDb09E7W,spotify:track:44o432tFcpotAxuDb09E7W,https://api.spotify.com/v1/tracks/44o432tFcpotAxuDb09E7W,https://api.spotify.com/v1/audio-analysis/44o432tFcpotAxuDb09E7W,401720,4,6.7
0ufs3jadn9B25ICr7kXyAP,New Religion,Specimen,35,2013,New Releases,0.324,0.938,9,-3.834,1,0.0523,2.93e-06,0.898,0.475,0.487,159.983,audio_features,0ufs3jadn9B25ICr7kXyAP,spotify:track:0ufs3jadn9B25ICr7kXyAP,https://api.spotify.com/v1/tracks/0ufs3jadn9B25ICr7kXyAP,https://api.spotify.com/v1/audio-analysis/0ufs3jadn9B25ICr7kXyAP,276000,4,4.6
2PyXqwD49Q9Xnu3IsDPQPl,Skyfire,Shogun,33,2011,New Releases,0.584,0.914,1,-4.601,0,0.239,0.0573,0.0818,0.243,0.0674,132.024,audio_features,2PyXqwD49Q9Xnu3IsDPQPl,spotify:track:2PyXqwD49Q9Xnu3IsDPQPl,https://api.spotify.com/v1/tracks/2PyXqwD49Q9Xnu3IsDPQPl,https://api.spotify.com/v1/audio-analysis/2PyXqwD49Q9Xnu3IsDPQPl,250909,4,4.18
4bcyy8Uza8BuxtgpVxYTfl,"New Recording 12, Jan 3, 2020",Post Malone,24,2022,New Releases,0.499,0.16,9,-15.416,1,0.049,0.927,0.000283,0.181,0.212,108.254,audio_features,4bcyy8Uza8BuxtgpVxYTfl,spotify:track:4bcyy8Uza8BuxtgpVxYTfl,https://api.spotify.com/v1/tracks/4bcyy8Uza8BuxtgpVxYTfl,https://api.spotify.com/v1/audio-analysis/4bcyy8Uza8BuxtgpVxYTfl,92718,3,1.55
72QWAGZwCKRgrjKTPkXIID,my new releases,Catbreath?,9,2023,New Releases,0.595,0.531,3,-6.573,1,0.0408,0.872,0.00145,0.248,0.557,106.931,audio_features,72QWAGZwCKRgrjKTPkXIID,spotify:track:72QWAGZwCKRgrjKTPkXIID,https://api.spotify.com/v1/tracks/72QWAGZwCKRgrjKTPkXIID,https://api.spotify.com/v1/audio-analysis/72QWAGZwCKRgrjKTPkXIID,66872,4,1.11
0dyNRRAiEnX98U4BlZkbfT,Release Me,Mark Knight,47,2023,New Releases,0.687,0.9,1,-5.323,1,0.0398,0.000299,0.251,0.06,0.865,127.995,audio_features,0dyNRRAiEnX98U4BlZkbfT,spotify:track:0dyNRRAiEnX98U4BlZkbfT,https://api.spotify.com/v1/tracks/0dyNRRAiEnX98U4BlZkbfT,https://api.spotify.com/v1/audio-analysis/0dyNRRAiEnX98U4BlZkbfT,168750,4,2.81
6VKwfejHnDBQW10bbd2mIZ,Background Chill Music Beat,New Releases,12,2023,New Releases,0.601,0.369,7,-16.986,0,0.0423,0.221,0.951,0.118,0.137,91.048,audio_features,6VKwfejHnDBQW10bbd2mIZ,spotify:track:6VKwfejHnDBQW10bbd2mIZ,https://api.spotify.com/v1/tracks/6VKwfejHnDBQW10bbd2mIZ,https://api.spotify.com/v1/audio-analysis/6VKwfejHnDBQW10bbd2mIZ,63818,4,1.06
3i3W6JXFIIRnrm9RKUkaaC,N.E. Heart Break,New Edition,36,1988,New Releases,0.706,0.682,11,-12.378,0,0.0561,0.0322,9.34e-05,0.27,0.706,96.068,audio_features,3i3W6JXFIIRnrm9RKUkaaC,spotify:track:3i3W6JXFIIRnrm9RKUkaaC,https://api.spotify.com/v1/tracks/3i3W6JXFIIRnrm9RKUkaaC,https://api.spotify.com/v1/audio-analysis/3i3W6JXFIIRnrm9RKUkaaC,344600,4,5.74
3YHOAWTC3Pok20zPLWlFJG,Lost For Words - Radio Edit,Giuseppe Ottaviani,29,2012,New Releases,0.492,0.813,11,-9.293,0,0.0308,0.000191,0.0414,0.358,0.163,129.97,audio_features,3YHOAWTC3Pok20zPLWlFJG,spotify:track:3YHOAWTC3Pok20zPLWlFJG,https://api.spotify.com/v1/tracks/3YHOAWTC3Pok20zPLWlFJG,https://api.spotify.com/v1/audio-analysis/3YHOAWTC3Pok20zPLWlFJG,225231,4,3.75
0rO7xav4q1wlNh0XWPMCFD,New Religion - 2001 Remaster,Duran Duran,24,1982,New Releases,0.524,0.894,2,-7.713,1,0.0982,0.0396,0.0,0.0753,0.447,125.424,audio_features,0rO7xav4q1wlNh0XWPMCFD,spotify:track:0rO7xav4q1wlNh0XWPMCFD,https://api.spotify.com/v1/tracks/0rO7xav4q1wlNh0XWPMCFD,https://api.spotify.com/v1/audio-analysis/0rO7xav4q1wlNh0XWPMCFD,332867,4,5.55
0Bfi8JHZTfe5p6HYrk2nso,2023 New Music,New Releases,9,2023,New Releases,0.725,0.53,4,-13.651,0,0.176,0.399,0.068,0.311,0.601,76.612,audio_features,0Bfi8JHZTfe5p6HYrk2nso,spotify:track:0Bfi8JHZTfe5p6HYrk2nso,https://api.spotify.com/v1/tracks/0Bfi8JHZTfe5p6HYrk2nso,https://api.spotify.com/v1/audio-analysis/0Bfi8JHZTfe5p6HYrk2nso,140099,4,2.33
7IwoJJ2bmzQULYOE89POMU,Release,M|O|O|N,43,2011,New Releases,0.717,0.457,10,-18.495,0,0.0608,7.89e-05,0.809,0.117,0.0735,108.006,audio_features,7IwoJJ2bmzQULYOE89POMU,spotify:track:7IwoJJ2bmzQULYOE89POMU,https://api.spotify.com/v1/tracks/7IwoJJ2bmzQULYOE89POMU,https://api.spotify.com/v1/audio-analysis/7IwoJJ2bmzQULYOE89POMU,362222,4,6.04
19eoRTRf0l8vDK7ROCfGko,Relieve Him of His Wand / Newt Releases the Thunderbird / Jacob's Farewell,James Newton Howard,14,2016,New Releases,0.117,0.0799,5,-18.385,1,0.0378,0.914,0.902,0.0988,0.0341,85.353,audio_features,19eoRTRf0l8vDK7ROCfGko,spotify:track:19eoRTRf0l8vDK7ROCfGko,https://api.spotify.com/v1/tracks/19eoRTRf0l8vDK7ROCfGko,https://api.spotify.com/v1/audio-analysis/19eoRTRf0l8vDK7ROCfGko,753202,4,12.55
2ZPlkKnKmy2HcDH8blyeLp,New Religion (Remix),Nick Nittoli,21,2022,New Releases,0.776,0.693,4,-9.415,0,0.269,0.119,0.0,0.0998,0.288,149.922,audio_features,2ZPlkKnKmy2HcDH8blyeLp,spotify:track:2ZPlkKnKmy2HcDH8blyeLp,https://api.spotify.com/v1/tracks/2ZPlkKnKmy2HcDH8blyeLp,https://api.spotify.com/v1/audio-analysis/2ZPlkKnKmy2HcDH8blyeLp,192052,4,3.2
3FZ7pRHmTda6FqoTIpo4dN,New Transients,Rosentwig,7,2018,New Releases,0.69,0.666,9,-8.988,0,0.0315,0.0393,0.00519,0.0841,0.575,109.98,audio_features,3FZ7pRHmTda6FqoTIpo4dN,spotify:track:3FZ7pRHmTda6FqoTIpo4dN,https://api.spotify.com/v1/tracks/3FZ7pRHmTda6FqoTIpo4dN,https://api.spotify.com/v1/audio-analysis/3FZ7pRHmTda6FqoTIpo4dN,194288,4,3.24
6WeIR0VuH58BHp8biw2CS3,Shop Around,New Edition,32,1996,New Releases,0.809,0.55,7,-9.696,1,0.123,0.0658,0.0,0.142,0.792,85.407,audio_features,6WeIR0VuH58BHp8biw2CS3,spotify:track:6WeIR0VuH58BHp8biw2CS3,https://api.spotify.com/v1/tracks/6WeIR0VuH58BHp8biw2CS3,https://api.spotify.com/v1/audio-analysis/6WeIR0VuH58BHp8biw2CS3,205760,4,3.43
0VnlSP1ViYmd2ZKaAPlt5V,new year theme 2,corn wave,11,2019,New Releases,0.155,0.933,6,-5.582,1,0.174,0.231,0.912,0.326,0.271,175.217,audio_features,0VnlSP1ViYmd2ZKaAPlt5V,spotify:track:0VnlSP1ViYmd2ZKaAPlt5V,https://api.spotify.com/v1/tracks/0VnlSP1ViYmd2ZKaAPlt5V,https://api.spotify.com/v1/audio-analysis/0VnlSP1ViYmd2ZKaAPlt5V,154318,4,2.57
7kF3bMR5UKKIXRBpn8cutC,Release,Mynd B phree,38,2024,New Releases,0.528,0.472,11,-12.892,0,0.0394,0.276,0.913,0.298,0.36,164.044,audio_features,7kF3bMR5UKKIXRBpn8cutC,spotify:track:7kF3bMR5UKKIXRBpn8cutC,https://api.spotify.com/v1/tracks/7kF3bMR5UKKIXRBpn8cutC,https://api.spotify.com/v1/audio-analysis/7kF3bMR5UKKIXRBpn8cutC,35122,4,0.59
0vB0iUecLbtYzMS5s02Edi,Calming Lofi For Working,New Releases,3,2023,New Releases,0.751,0.699,5,-7.438,0,0.0588,0.135,0.596,0.316,0.671,76.644,audio_features,0vB0iUecLbtYzMS5s02Edi,spotify:track:0vB0iUecLbtYzMS5s02Edi,https://api.spotify.com/v1/tracks/0vB0iUecLbtYzMS5s02Edi,https://api.spotify.com/v1/audio-analysis/0vB0iUecLbtYzMS5s02Edi,101741,4,1.7
525FTJmFvIc0o7ndeART0U,New Religion,Jazz Cartier,21,2015,New Releases,0.808,0.709,5,-4.916,1,0.0758,0.0679,0.0,0.0668,0.463,108.012,audio_features,525FTJmFvIc0o7ndeART0U,spotify:track:525FTJmFvIc0o7ndeART0U,https://api.spotify.com/v1/tracks/525FTJmFvIc0o7ndeART0U,https://api.spotify.com/v1/audio-analysis/525FTJmFvIc0o7ndeART0U,236467,3,3.94
5SHu8JyS4YJFNVJ6MGaTja,1 2 3 4 5 I love you,The Bottom Blues,35,2010,New Releases,0.737,0.743,11,-6.139,0,0.0372,0.067,0.0,0.0908,0.967,117.974,audio_features,5SHu8JyS4YJFNVJ6MGaTja,spotify:track:5SHu8JyS4YJFNVJ6MGaTja,https://api.spotify.com/v1/tracks/5SHu8JyS4YJFNVJ6MGaTja,https://api.spotify.com/v1/audio-analysis/5SHu8JyS4YJFNVJ6MGaTja,238338,4,3.97
6DifPvqyEMk6zj0uDvcOpl,"Release - Live at Melbourne Park, Melbourne, Australia - March 5, 1998",Pearl Jam,43,2023,New Releases,0.253,0.582,7,-8.496,1,0.0558,0.266,2.15e-05,0.955,0.181,130.691,audio_features,6DifPvqyEMk6zj0uDvcOpl,spotify:track:6DifPvqyEMk6zj0uDvcOpl,https://api.spotify.com/v1/tracks/6DifPvqyEMk6zj0uDvcOpl,https://api.spotify.com/v1/audio-analysis/6DifPvqyEMk6zj0uDvcOpl,308973,3,5.15
6EsVEPkRiIkcFsELZ0239q,ดีอย่างไร,T Jetset’er,28,2009,New Releases,0.688,0.524,1,-10.333,1,0.0275,0.567,0.0,0.174,0.751,102.023,audio_features,6EsVEPkRiIkcFsELZ0239q,spotify:track:6EsVEPkRiIkcFsELZ0239q,https://api.spotify.com/v1/tracks/6EsVEPkRiIkcFsELZ0239q,https://api.spotify.com/v1/audio-analysis/6EsVEPkRiIkcFsELZ0239q,251451,4,4.19
47xGdRanGdiu5VRaT0O7A2,New Religion,Refs,20,2022,New Releases,0.59,0.47,9,-8.544,0,0.125,0.599,0.000683,0.092,0.534,154.132,audio_features,47xGdRanGdiu5VRaT0O7A2,spotify:track:47xGdRanGdiu5VRaT0O7A2,https://api.spotify.com/v1/tracks/47xGdRanGdiu5VRaT0O7A2,https://api.spotify.com/v1/audio-analysis/47xGdRanGdiu5VRaT0O7A2,209286,4,3.49
1s7Q8aDLaireoASKNEeJ1T,"See You Again (From ""Fast & Furious 7"")",The New Releases,8,2016,New Releases,0.564,0.485,10,-9.328,1,0.11,0.337,0.0,0.107,0.328,159.774,audio_features,1s7Q8aDLaireoASKNEeJ1T,spotify:track:1s7Q8aDLaireoASKNEeJ1T,https://api.spotify.com/v1/tracks/1s7Q8aDLaireoASKNEeJ1T,https://api.spotify.com/v1/audio-analysis/1s7Q8aDLaireoASKNEeJ1T,231243,4,3.85
44Rmvn1BwzzY5DP6l6PO3D,Release,Maz B,31,2023,New Releases,0.545,0.391,1,-12.144,0,0.0336,0.544,0.00431,0.126,0.145,124.026,audio_features,44Rmvn1BwzzY5DP6l6PO3D,spotify:track:44Rmvn1BwzzY5DP6l6PO3D,https://api.spotify.com/v1/tracks/44Rmvn1BwzzY5DP6l6PO3D,https://api.spotify.com/v1/audio-analysis/44Rmvn1BwzzY5DP6l6PO3D,192228,4,3.2
4fpwYavktFK31XJXEvpbs5,Kompa MMS,Richie and Gracia Delva,5,2012,New Releases,0.785,0.704,7,-10.259,1,0.0762,0.34,0.0,0.101,0.662,98.023,audio_features,4fpwYavktFK31XJXEvpbs5,spotify:track:4fpwYavktFK31XJXEvpbs5,https://api.spotify.com/v1/tracks/4fpwYavktFK31XJXEvpbs5,https://api.spotify.com/v1/audio-analysis/4fpwYavktFK31XJXEvpbs5,408160,4,6.8
6hwM3uwZDjVti2QgmXOo29,New Religion (Remix),Nick Nittoli,18,2023,New Releases,0.776,0.693,4,-9.415,0,0.269,0.119,0.0,0.0998,0.288,149.922,audio_features,6hwM3uwZDjVti2QgmXOo29,spotify:track:6hwM3uwZDjVti2QgmXOo29,https://api.spotify.com/v1/tracks/6hwM3uwZDjVti2QgmXOo29,https://api.spotify.com/v1/audio-analysis/6hwM3uwZDjVti2QgmXOo29,192052,4,3.2
2DyiJ6khVHSeuaCrb2Z9oQ,Toys - Radio Mix,Giuseppe Ottaviani,14,2012,New Releases,0.594,0.716,9,-7.602,0,0.0269,1.67e-05,0.0296,0.477,0.463,129.972,audio_features,2DyiJ6khVHSeuaCrb2Z9oQ,spotify:track:2DyiJ6khVHSeuaCrb2Z9oQ,https://api.spotify.com/v1/tracks/2DyiJ6khVHSeuaCrb2Z9oQ,https://api.spotify.com/v1/audio-analysis/2DyiJ6khVHSeuaCrb2Z9oQ,233272,4,3.89
35FO0gEAQNt2LFv188SFtl,New Religion (feat. Graham Coxon),Dhani Harrison,27,2023,New Releases,0.462,0.823,9,-6.572,0,0.0541,0.000283,0.857,0.354,0.502,168.039,audio_features,35FO0gEAQNt2LFv188SFtl,spotify:track:35FO0gEAQNt2LFv188SFtl,https://api.spotify.com/v1/tracks/35FO0gEAQNt2LFv188SFtl,https://api.spotify.com/v1/audio-analysis/35FO0gEAQNt2LFv188SFtl,237364,4,3.96
2CHvjyIZ8khtm2ipjz0vmq,Use Somebody - Armin van Buuren Rework,Laura Jansen,11,2011,New Releases,0.386,0.838,2,-4.825,1,0.0333,0.0151,0.844,0.0826,0.046,135.989,audio_features,2CHvjyIZ8khtm2ipjz0vmq,spotify:track:2CHvjyIZ8khtm2ipjz0vmq,https://api.spotify.com/v1/tracks/2CHvjyIZ8khtm2ipjz0vmq,https://api.spotify.com/v1/audio-analysis/2CHvjyIZ8khtm2ipjz0vmq,233227,4,3.89
6DfVcSeU54gCDhlHeNRSmy,Re-Write the Memories,New Edition,29,2005,New Releases,0.694,0.498,8,-8.046,1,0.0356,0.238,7.35e-06,0.247,0.343,129.904,audio_features,6DfVcSeU54gCDhlHeNRSmy,spotify:track:6DfVcSeU54gCDhlHeNRSmy,https://api.spotify.com/v1/tracks/6DfVcSeU54gCDhlHeNRSmy,https://api.spotify.com/v1/audio-analysis/6DfVcSeU54gCDhlHeNRSmy,271347,4,4.52
2hMGhD9TErfgkbQdaL7oCt,ดอกไม้ปลอม,Getsunova,14,2010,New Releases,0.635,0.717,1,-6.997,0,0.0315,0.00154,0.00272,0.104,0.152,120.028,audio_features,2hMGhD9TErfgkbQdaL7oCt,spotify:track:2hMGhD9TErfgkbQdaL7oCt,https://api.spotify.com/v1/tracks/2hMGhD9TErfgkbQdaL7oCt,https://api.spotify.com/v1/audio-analysis/2hMGhD9TErfgkbQdaL7oCt,266800,4,4.45
4VipgeCdLQyIKRQBBNGRuv,Release,Jonah Kest,26,2022,New Releases,0.692,0.397,6,-12.764,1,0.471,0.612,0.0,0.0675,0.643,191.935,audio_features,4VipgeCdLQyIKRQBBNGRuv,spotify:track:4VipgeCdLQyIKRQBBNGRuv,https://api.spotify.com/v1/tracks/4VipgeCdLQyIKRQBBNGRuv,https://api.spotify.com/v1/audio-analysis/4VipgeCdLQyIKRQBBNGRuv,130000,4,2.17
0YCyVwfMLhvRNr2WoQJ2MH,Fight The Fire - Original Mix Edit,Andy Moor,9,2011,New Releases,0.516,0.943,6,-5.698,0,0.187,0.00685,0.0692,0.309,0.186,132.026,audio_features,0YCyVwfMLhvRNr2WoQJ2MH,spotify:track:0YCyVwfMLhvRNr2WoQJ2MH,https://api.spotify.com/v1/tracks/0YCyVwfMLhvRNr2WoQJ2MH,https://api.spotify.com/v1/audio-analysis/0YCyVwfMLhvRNr2WoQJ2MH,254461,4,4.24
3zbMXqPxLefyaG0FNE4qMk,New Reasons,Le'Andria Johnson,26,2011,New Releases,0.737,0.307,0,-7.875,1,0.0355,0.33,1.26e-06,0.0758,0.856,120.031,audio_features,3zbMXqPxLefyaG0FNE4qMk,spotify:track:3zbMXqPxLefyaG0FNE4qMk,https://api.spotify.com/v1/tracks/3zbMXqPxLefyaG0FNE4qMk,https://api.spotify.com/v1/audio-analysis/3zbMXqPxLefyaG0FNE4qMk,263867,4,4.4
5pxlpLk7laSwucCCBBCvhT,Zanmi,Nickenson Prud'Homme,3,2012,New Releases,0.689,0.638,3,-11.848,1,0.0422,0.809,0.000246,0.15,0.92,167.98,audio_features,5pxlpLk7laSwucCCBBCvhT,spotify:track:5pxlpLk7laSwucCCBBCvhT,https://api.spotify.com/v1/tracks/5pxlpLk7laSwucCCBBCvhT,https://api.spotify.com/v1/audio-analysis/5pxlpLk7laSwucCCBBCvhT,368333,4,6.14
0CcPcV0A8fL1p9P1Fv000K,Portrait of a Man,The New Review,30,2018,New Releases,0.647,0.539,9,-4.395,0,0.0326,0.0374,1.29e-05,0.122,0.552,93.013,audio_features,0CcPcV0A8fL1p9P1Fv000K,spotify:track:0CcPcV0A8fL1p9P1Fv000K,https://api.spotify.com/v1/tracks/0CcPcV0A8fL1p9P1Fv000K,https://api.spotify.com/v1/audio-analysis/0CcPcV0A8fL1p9P1Fv000K,298566,4,4.98
12SBa4ZNOeSFeHpPXvJxv8,New Beats,New Releases,1,2023,New Releases,0.879,0.391,9,-13.85,1,0.313,0.514,0.891,0.114,0.978,129.445,audio_features,12SBa4ZNOeSFeHpPXvJxv8,spotify:track:12SBa4ZNOeSFeHpPXvJxv8,https://api.spotify.com/v1/tracks/12SBa4ZNOeSFeHpPXvJxv8,https://api.spotify.com/v1/audio-analysis/12SBa4ZNOeSFeHpPXvJxv8,114805,4,1.91
1rRSQIfUx5FX8eOvP7eRT4,Popular New Releases,New Releases,2,2023,New Releases,0.79,0.229,11,-11.231,1,0.0784,0.62,0.882,0.296,0.361,143.625,audio_features,1rRSQIfUx5FX8eOvP7eRT4,spotify:track:1rRSQIfUx5FX8eOvP7eRT4,https://api.spotify.com/v1/tracks/1rRSQIfUx5FX8eOvP7eRT4,https://api.spotify.com/v1/audio-analysis/1rRSQIfUx5FX8eOvP7eRT4,129657,4,2.16
70mAuybPl9xCCmCRkubv6E,Release - Live/Edit,Ricky Dillard,27,2020,New Releases,0.264,0.779,6,-6.427,1,0.0786,0.0491,0.0,0.275,0.518,139.657,audio_features,70mAuybPl9xCCmCRkubv6E,spotify:track:70mAuybPl9xCCmCRkubv6E,https://api.spotify.com/v1/tracks/70mAuybPl9xCCmCRkubv6E,https://api.spotify.com/v1/audio-analysis/70mAuybPl9xCCmCRkubv6E,243914,4,4.07
2ncR5x1L3TNLsRLzRYwbi7,New Music Albums,New Releases,3,2023,New Releases,0.62,0.559,7,-4.848,1,0.0508,0.625,0.944,0.209,0.667,74.692,audio_features,2ncR5x1L3TNLsRLzRYwbi7,spotify:track:2ncR5x1L3TNLsRLzRYwbi7,https://api.spotify.com/v1/tracks/2ncR5x1L3TNLsRLzRYwbi7,https://api.spotify.com/v1/audio-analysis/2ncR5x1L3TNLsRLzRYwbi7,63467,4,1.06
